id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawler,crawled_at
2519182417,https://www.vivareal.com.br/imovel/apartamento-4-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-180m2-aluguel-RS10500-id-2519182417/,"Apartamento com 4 Quartos para Aluguel, 180m²","Leblon, Rio de Janeiro - RJ",180,4 Quartos,1 Banheiro,1 Vaga,,R$ 10.500 /mês,R$ 2.885,Leblon,2021-09-03 18:35
2520499887,https://www.vivareal.com.br/imovel/apartamento-2-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-80m2-aluguel-RS3500-id-2520499887/,"Apartamento com 2 Quartos para Aluguel, 80m²","Avenida Ataulfo de Paiva - Leblon, Rio de Janeiro - RJ",80,2 Quartos,2 Banheiros,1 Vaga,Portaria 24h,R$ 3.500 /mês,R$ 960,Leblon,2021-09-03 18:35
2530906873,https://www.vivareal.com.br/imovel/apartamento-4-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-160m2-aluguel-RS15000-id-2530906873/,"Apartamento com 4 Quartos para Aluguel, 160m²","Leblon, Rio de Janeiro - RJ",160,4 Quartos,2 Banheiros,2 Vagas,,R$ 15.000 /mês,R$ 2.300,Leblon,2021-09-03 18:35
2522472021,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-218m2-aluguel-RS16999-id-2522472021/,"Apartamento com 3 Quartos para Aluguel, 218m²","Rua João Líra - Leblon, Rio de Janeiro - RJ",218,3 Quartos,3 Banheiros,1 Vaga,"Piscina
Elevador
Condomínio fechado
Ar-condicionado
Varanda gourmet
...",R$ 16.999 /mês,R$ 2.612,Leblon,2021-09-03 18:35
2497931479,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-300m2-aluguel-RS13000-id-2497931479/,"Apartamento com 3 Quartos para Aluguel, 300m²","Leblon, Rio de Janeiro - RJ",300,3 Quartos,3 Banheiros,2 Vagas,"TV a cabo
Área de serviço",R$ 13.000 /mês,R$ 3.500,Leblon,2021-09-03 18:35
2519992278,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-124m2-aluguel-RS8000-id-2519992278/,"Apartamento com 3 Quartos para Aluguel, 124m²","Leblon, Rio de Janeiro - RJ",124,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Ar-condicionado
Área de serviço
Escritório
Armário na cozinha
...",R$ 8.000 /mês,R$ 2.500,Leblon,2021-09-03 18:35
2518691105,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-160m2-aluguel-RS9000-id-2518691105/,"Apartamento com 3 Quartos para Aluguel, 160m²","Rua General Urquiza - Leblon, Rio de Janeiro - RJ",160,3 Quartos,3 Banheiros,1 Vaga,,R$ 9.000 /mês,R$ 2.700,Leblon,2021-09-03 18:35
2525570447,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-98m2-aluguel-RS5800-id-2525570447/,"Apartamento com 3 Quartos para Aluguel, 98m²","Rua Engenheiro Cortes Sigaud - Leblon, Rio de Janeiro - RJ",98,3 Quartos,1 Banheiro,1 Vaga,"Elevador
Aceita animais
Ar-condicionado
Área de serviço
Salão de festas
...",R$ 5.800 /mês,R$ 2.000,Leblon,2021-09-03 18:35
2499362200,https://www.vivareal.com.br/imovel/apartamento-1-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-32m2-aluguel-RS2900-id-2499362200/,"Apartamento com Quarto para Aluguel, 32m²","Rua Humberto de Campos, 827 - Leblon, Rio de Janeiro - RJ",32,1 Quarto,1 Banheiro,1 Vaga,"Condomínio fechado
Lavanderia
Ar-condicionado
Mobiliado",R$ 2.900 /mês,R$ 380,Leblon,2021-09-03 18:35
2531113632,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-97m2-aluguel-RS3700-id-2531113632/,"Apartamento com 3 Quartos para Aluguel, 97m²","Leblon, Rio de Janeiro - RJ",97,3 Quartos,2 Banheiros,-- Vaga,Salão de festas,R$ 3.700 /mês,R$ 980,Leblon,2021-09-03 18:35
2509465870,https://www.vivareal.com.br/imovel/apartamento-2-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-100m2-aluguel-RS6900-id-2509465870/,"Apartamento com 2 Quartos para Aluguel, 100m²","Avenida Visconde de Albuquerque - Leblon, Rio de Janeiro - RJ",100,2 Quartos,2 Banheiros,1 Vaga,"Academia
Piscina
Condomínio fechado
Ar-condicionado",R$ 6.900 /mês,R$ 1.940,Leblon,2021-09-03 18:35
2533361975,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-100m2-aluguel-RS3800-id-2533361975/,"Apartamento com 3 Quartos para Aluguel, 100m²","Leblon, Rio de Janeiro - RJ",100,3 Quartos,2 Banheiros,-- Vaga,"Churrasqueira
Academia
Área de serviço",R$ 3.800 /mês,R$ 950,Leblon,2021-09-03 18:35
2519955817,https://www.vivareal.com.br/imovel/apartamento-1-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-60m2-aluguel-RS2900-id-2519955817/,"Apartamento com Quarto para Aluguel, 60m²","Rua Humberto de Campos - Leblon, Rio de Janeiro - RJ",60,1 Quarto,1 Banheiro,1 Vaga,Varanda,R$ 2.900 /mês,R$ 380,Leblon,2021-09-03 18:35
2523007379,https://www.vivareal.com.br/imovel/apartamento-2-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-108m2-aluguel-RS4600-id-2523007379/,"Apartamento com 2 Quartos para Aluguel, 108m²","Rua José Linhares - Leblon, Rio de Janeiro - RJ",108,2 Quartos,2 Banheiros,1 Vaga,"Condomínio fechado
Ar-condicionado
Closet",R$ 4.600 /mês,R$ 1.300,Leblon,2021-09-03 18:35
2522760102,https://www.vivareal.com.br/imovel/apartamento-4-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-226m2-aluguel-RS13000-id-2522760102/,"Apartamento com 4 Quartos para Aluguel, 226m²","Rua Almirante Pereira Guimarães - Leblon, Rio de Janeiro - RJ",226,4 Quartos,4 Banheiros,2 Vagas,,R$ 13.000 /mês,R$ 4.080,Leblon,2021-09-03 18:35
2527409412,https://www.vivareal.com.br/imovel/apartamento-1-quartos-leblon-zona-sul-rio-de-janeiro-25m2-aluguel-RS1990-id-2527409412/,"Apartamento com Quarto para Aluguel, 25m²","Rua Humberto de Campos - Leblon, Rio de Janeiro - RJ",25,1 Quarto,1 Banheiro,-- Vaga,"Mobiliado
Aceita animais
Ar-condicionado
Área de serviço
Armário embutido no quarto
...",R$ 1.990 /mês,R$ 399,Leblon,2021-09-03 18:35
2521898280,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-124m2-aluguel-RS8000-id-2521898280/,"Apartamento com 3 Quartos para Aluguel, 124m²","Rua Aristides Espinola - Leblon, Rio de Janeiro - RJ",124,3 Quartos,1 Banheiro,1 Vaga,Portaria 24h,R$ 8.000 /mês,R$ 2.500,Leblon,2021-09-03 18:35
2521901824,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-250m2-aluguel-RS7500-id-2521901824/,"Apartamento com 3 Quartos para Aluguel, 250m²","Rua Sambaíba - Leblon, Rio de Janeiro - RJ",250,3 Quartos,5 Banheiros,2 Vagas,"Elevador
Aceita animais
Espaço gourmet
Ar-condicionado
Playground
...",R$ 7.500 /mês,R$ 2.000,Leblon,2021-09-03 18:35
2516107373,https://www.vivareal.com.br/imovel/apartamento-2-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-80m2-aluguel-RS5600-id-2516107373/,"Apartamento com 2 Quartos para Aluguel, 80m²","Avenida Bartolomeu Mitre - Leblon, Rio de Janeiro - RJ",80,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",R$ 5.600 /mês,R$ 1.480,Leblon,2021-09-03 18:35
2517972373,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-213m2-aluguel-RS9000-id-2517972373/,"Apartamento com 3 Quartos para Aluguel, 213m²","Rua Sambaíba - Leblon, Rio de Janeiro - RJ",213,3 Quartos,4 Banheiros,1 Vaga,"Condomínio fechado
Aceita animais
Ar-condicionado
Varanda gourmet",R$ 9.000 /mês,R$ 1.600,Leblon,2021-09-03 18:35
