iter	Passed	Remaining
508	13900	13409
509	13927	13381
510	13962	13361
511	13990	13334
512	14017	13307
513	14042	13277
514	14068	13248
515	14093	13219
516	14118	13189
517	14150	13166
518	14174	13136
519	14199	13107
520	14223	13077
521	14248	13047
522	14274	13018
523	14299	12989
524	14324	12960
525	14348	12930
526	14372	12899
527	14403	12876
528	14429	12847
529	14453	12817
530	14478	12787
531	14504	12759
532	14529	12730
533	14554	12701
534	14590	12681
535	14619	12655
536	14648	12629
537	14674	12601
538	14708	12579
539	14735	12552
540	14761	12524
541	14787	12495
542	14812	12466
543	14835	12436
544	14867	12412
545	14892	12383
546	14917	12354
547	14942	12325
548	14970	12298
549	14995	12268
550	15022	12241
551	15048	12213
552	15074	12184
553	15107	12162
554	15135	12135
555	15162	12108
556	15190	12081
557	15218	12054
558	15255	12035
559	15282	12007
560	15310	11980
561	15341	11956
562	15366	11927
563	15391	11898
564	15416	11869
565	15440	11839
566	15465	11810
567	15492	11782
568	15517	11753
569	15545	11727
570	15574	11701
571	15602	11674
572	15628	11646
573	15657	11620
574	15682	11591
575	15707	11562
576	15735	11535
577	15760	11506
578	15786	11478
579	15812	11450
580	15836	11420
581	15862	11392
582	15891	11366
583	15916	11337
584	15941	11308
585	15967	11280
586	15991	11251
587	16016	11222
588	16040	11193
589	16064	11163
590	16089	11134
591	16114	11105
592	16139	11077
593	16164	11048
594	16187	11018
595	16213	10990
596	16242	10964
597	16271	10938
598	16296	10909
599	16319	10879
600	16345	10851
601	16369	10822
602	16394	10793
603	16427	10770
604	16452	10741
605	16477	10712
606	16504	10685
607	16527	10655
608	16549	10625
609	16574	10596
610	16599	10567
611	16622	10538
612	16646	10509
613	16669	10479
614	16695	10451
615	16718	10421
616	16743	10393
617	16767	10364
618	16792	10335
619	16817	10307
620	16841	10278
621	16864	10248
622	16887	10219
623	16915	10192
624	16942	10165
625	16970	10138
626	16997	10111
627	17024	10084
628	17047	10055
629	17073	10027
630	17098	9999
631	17121	9969
632	17152	9944
633	17177	9916
634	17202	9887
635	17227	9859
636	17249	9830
637	17272	9800
638	17298	9772
639	17323	9744
640	17346	9714
641	17375	9689
642	17401	9661
643	17426	9633
644	17451	9604
645	17476	9576
646	17502	9549
647	17525	9520
648	17559	9496
649	17584	9468
650	17609	9440
651	17639	9415
652	17664	9387
653	17695	9361
654	17720	9333
655	17743	9304
656	17768	9276
657	17793	9248
658	17816	9219
659	17841	9190
660	17865	9162
661	17890	9134
662	17917	9107
663	17942	9079
664	17967	9051
665	17993	9023
666	18021	8997
667	18046	8969
668	18077	8944
669	18103	8916
670	18133	8891
671	18159	8863
672	18184	8835
673	18209	8807
674	18233	8778
675	18259	8751
676	18283	8723
677	18308	8695
678	18332	8666
679	18356	8638
680	18380	8610
681	18405	8581
682	18430	8554
683	18456	8526
684	18482	8499
685	18507	8471
686	18535	8444
687	18560	8416
688	18584	8388
689	18609	8360
690	18634	8332
691	18669	8309
692	18694	8281
693	18718	8253
694	18745	8226
695	18768	8197
696	18793	8169
697	18818	8142
698	18843	8114
699	18868	8086
700	18898	8060
701	18923	8033
702	18948	8005
703	18973	7977
704	19002	7951
705	19034	7926
706	19059	7898
707	19085	7871
708	19110	7843
709	19134	7815
710	19161	7788
711	19186	7760
712	19210	7732
713	19234	7704
714	19265	7679
715	19291	7651
716	19315	7623
717	19346	7598
718	19378	7573
719	19404	7546
720	19429	7518
721	19454	7490
722	19478	7462
723	19505	7435
724	19528	7407
725	19553	7379
726	19578	7352
727	19603	7324
728	19627	7296
729	19652	7268
730	19676	7240
731	19708	7215
732	19731	7187
733	19756	7159
734	19780	7131
735	19812	7106
736	19844	7081
737	19876	7056
738	19903	7029
739	19926	7001
740	19952	6974
741	19976	6945
742	20001	6918
743	20029	6891
744	20061	6866
745	20123	6851
746	20148	6824
747	20173	6796
748	20197	6768
749	20225	6741
750	20249	6713
751	20278	6687
752	20304	6660
753	20328	6632
754	20352	6604
755	20377	6576
756	20402	6549
757	20434	6523
758	20459	6496
759	20486	6469
760	20514	6442
761	20539	6415
762	20563	6387
763	20590	6360
764	20614	6332
765	20638	6304
766	20669	6279
767	20694	6251
768	20718	6223
769	20742	6195
770	20767	6168
771	20790	6140
772	20815	6112
773	20839	6085
774	20868	6058
775	20892	6030
776	20918	6003
777	20944	5976
778	20976	5950
779	21000	5923
780	21025	5895
781	21049	5868
782	21073	5840
783	21096	5812
784	21130	5787
785	21154	5759
786	21177	5731
787	21202	5704
788	21227	5676
789	21265	5652
790	21291	5625
791	21315	5598
792	21339	5570
793	21364	5542
794	21389	5515
795	21413	5487
796	21438	5460
797	21472	5435
798	21497	5408
799	21528	5382
800	21560	5356
801	21592	5330
802	21618	5303
803	21649	5277
804	21681	5252
805	21707	5224
806	21731	5197
807	21761	5170
808	21786	5143
809	21815	5117
810	21846	5091
811	21874	5064
812	21904	5038
813	21932	5011
814	21961	4985
815	21983	4957
816	22014	4930
817	22039	4903
818	22068	4877
819	22097	4850
820	22127	4824
821	22158	4798
822	22186	4771
823	22215	4745
824	22241	4717
825	22273	4691
826	22299	4664
827	22326	4637
828	22353	4610
829	22382	4584
830	22410	4557
831	22441	4531
832	22470	4504
833	22495	4477
834	22521	4450
835	22546	4422
836	22570	4395
837	22599	4368
838	22629	4342
839	22659	4316
840	22690	4289
841	22718	4263
842	22743	4235
843	22769	4208
844	22794	4181
845	22825	4154
846	22857	4128
847	22880	4101
848	22915	4075
849	22946	4049
850	22975	4022
851	23006	3996
852	23034	3969
853	23065	3943
854	23091	3916
855	23115	3888
856	23147	3862
857	23173	3835
858	23199	3807
859	23224	3780
860	23260	3755
861	23289	3728
862	23318	3701
863	23347	3675
864	23376	3648
865	23405	3621
866	23429	3594
867	23453	3566
868	23480	3539
869	23507	3512
870	23532	3485
871	23556	3457
872	23580	3430
873	23606	3403
874	23629	3375
875	23653	3348
876	23683	3321
877	23710	3294
878	23738	3267
879	23767	3240
880	23795	3214
881	23824	3187
882	23848	3160
883	23873	3132
884	23898	3105
885	23923	3078
886	23948	3050
887	23980	3024
888	24006	2997
889	24032	2970
890	24056	2942
891	24085	2916
892	24115	2889
893	24142	2862
894	24170	2835
895	24198	2808
896	24227	2781
897	24254	2754
898	24278	2727
899	24307	2700
900	24333	2673
901	24363	2646
902	24393	2620
903	24421	2593
904	24448	2566
905	24477	2539
906	24503	2512
907	24527	2485
908	24551	2457
909	24575	2430
910	24604	2403
911	24631	2376
912	24660	2349
913	24687	2322
914	24716	2296
915	24744	2269
916	24768	2241
917	24792	2214
918	24816	2187
919	24840	2160
920	24863	2132
921	24887	2105
922	24915	2078
923	24947	2051
924	24978	2025
925	25009	1998
926	25039	1971
927	25066	1944
928	25092	1917
929	25116	1890
930	25140	1863
931	25165	1836
932	25188	1808
933	25220	1782
934	25248	1755
935	25276	1728
936	25307	1701
937	25337	1674
938	25366	1647
939	25397	1621
940	25429	1594
941	25453	1567
942	25479	1540
943	25503	1512
944	25527	1485
945	25559	1458
946	25586	1431
947	25612	1404
948	25637	1377
949	25662	1350
950	25691	1323
951	25721	1296
952	25751	1270
953	25781	1243
954	25810	1216
955	25839	1189
956	25871	1162
957	25896	1135
958	25927	1108
959	25952	1081
960	25983	1054
961	26007	1027
962	26034	1000
963	26064	973
964	26091	946
965	26120	919
966	26149	892
967	26177	865
968	26207	838
969	26236	811
970	26261	784
971	26284	757
972	26309	730
973	26342	703
974	26369	676
975	26395	649
976	26419	621
977	26449	594
978	26476	567
979	26502	540
980	26526	513
981	26552	486
982	26579	459
983	26606	432
984	26638	405
985	26666	378
986	26695	351
987	26723	324
988	26750	297
989	26774	270
990	26799	243
991	26823	216
992	26847	189
993	26872	162
994	26897	135
995	26920	108
996	26946	81
997	26977	54
998	27009	27
999	27042	0
