iter	RMSE
181	2557.527511
182	2554.90487
183	2553.779022
184	2551.184323
185	2548.327929
186	2546.004379
187	2545.001109
188	2543.301746
189	2541.275749
190	2539.051983
191	2538.08411
192	2536.216298
193	2535.359405
194	2528.91589
195	2526.662721
196	2519.732147
197	2518.99166
198	2518.12445
199	2517.175148
200	2515.481518
201	2514.404742
202	2513.529805
203	2507.457439
204	2504.364695
205	2502.131716
206	2501.318501
207	2500.421647
208	2498.682367
209	2497.65447
210	2495.186887
211	2492.923226
212	2489.942863
213	2489.1286
214	2488.338615
215	2487.635093
216	2487.243445
217	2486.355017
218	2483.998457
219	2481.329699
220	2480.094203
221	2478.844905
222	2472.355444
223	2471.093908
224	2469.97832
225	2468.458081
226	2467.006633
227	2466.340511
228	2465.451371
229	2464.73513
230	2464.268076
231	2462.289307
232	2461.960925
233	2455.673196
234	2453.807742
235	2452.303841
236	2451.623385
237	2450.722228
238	2450.119416
239	2449.518322
240	2448.969689
241	2447.190637
242	2444.838215
243	2439.092817
244	2438.509972
245	2437.997206
246	2434.476427
247	2433.924222
248	2432.519564
249	2430.716717
250	2430.375107
251	2429.8555
252	2426.61698
253	2425.067133
254	2419.544224
255	2418.896989
256	2416.62923
257	2415.122014
258	2412.688428
259	2411.9595
260	2406.307878
261	2404.267735
262	2399.039715
263	2397.554445
264	2394.677826
265	2393.180997
266	2391.108529
267	2388.770937
268	2387.555419
269	2385.345114
270	2383.951716
271	2383.411428
272	2382.962218
273	2377.598132
274	2376.581704
275	2376.102377
276	2375.603292
277	2373.356612
278	2369.081971
279	2367.69455
280	2367.217415
281	2366.618105
282	2366.154334
283	2365.709559
284	2365.322547
285	2363.927248
286	2360.67752
287	2355.476098
288	2355.102119
289	2353.070333
290	2351.826573
291	2346.812833
292	2344.780492
293	2343.84571
294	2339.156193
295	2338.800539
296	2334.996702
297	2334.653847
298	2332.263439
299	2331.398044
300	2330.056152
301	2328.569489
302	2328.242963
303	2324.605751
304	2322.666511
305	2320.932769
306	2318.199364
307	2315.553533
308	2313.247858
309	2312.930047
310	2310.52992
311	2309.020767
312	2304.245422
313	2303.850297
314	2301.743852
315	2300.321438
316	2299.56865
317	2299.153563
318	2298.789463
319	2297.878418
320	2297.006156
321	2292.507167
322	2291.379244
323	2289.350767
324	2287.720484
325	2283.020742
326	2279.819101
327	2278.240683
328	2273.820162
329	2272.514235
330	2271.056067
331	2269.382587
332	2264.95469
333	2263.57508
334	2262.898822
335	2258.845255
336	2257.917785
337	2256.765353
338	2255.18335
339	2252.042728
340	2248.844672
341	2248.133489
342	2246.597086
343	2246.023366
344	2242.941521
345	2241.555505
346	2240.265512
347	2239.671358
348	2238.010175
349	2236.341993
350	2233.439457
351	2230.578286
352	2229.171036
353	2225.816688
354	2225.458313
355	2224.994493
356	2224.672962
357	2222.015905
358	2221.430545
359	2221.100545
360	2219.057866
361	2216.932035
362	2215.722189
363	2211.785845
364	2211.487232
365	2210.166095
366	2208.866553
367	2207.85417
368	2207.59279
369	2206.604274
370	2205.513082
371	2204.168735
372	2203.418894
373	2200.828406
374	2200.063251
375	2197.34264
376	2196.951628
377	2195.694424
378	2193.789834
379	2193.540394
380	2192.339933
381	2191.423324
382	2189.850446
383	2189.090617
384	2188.235223
385	2184.616993
386	2182.284144
387	2181.490038
388	2179.446572
389	2177.912795
390	2176.230574
391	2175.084567
392	2174.025682
393	2172.693442
394	2172.427011
395	2170.799717
396	2170.151238
397	2169.597861
398	2168.990579
399	2166.965607
400	2165.526733
401	2164.92223
402	2164.274054
403	2163.220102
404	2161.410026
405	2157.696619
406	2157.293322
407	2156.187297
408	2154.779569
409	2151.047015
410	2149.187759
411	2148.942883
412	2147.507747
413	2147.382012
414	2145.621674
415	2143.925717
416	2140.319485
417	2136.891843
418	2134.328024
419	2130.907264
420	2129.323405
421	2126.11461
422	2122.950785
423	2122.424695
424	2119.147021
425	2117.802738
426	2116.232446
427	2113.856502
428	2112.378276
429	2110.61057
430	2109.509789
431	2108.121261
432	2106.815011
433	2105.856202
434	2104.943396
435	2103.982143
436	2102.754509
437	2099.720035
438	2099.198493
439	2098.278273
440	2097.186909
441	2094.233759
442	2093.376838
443	2092.492165
444	2089.433508
445	2088.461283
446	2087.877923
447	2086.896446
448	2086.081865
449	2083.935385
450	2083.671538
451	2083.199784
452	2082.833735
453	2080.815322
454	2080.562373
455	2077.643796
456	2077.444542
457	2074.59111
458	2074.358638
459	2073.194608
460	2072.065646
461	2070.756389
462	2070.002897
463	2068.226549
464	2067.52646
465	2066.361059
466	2066.13789
467	2065.256128
468	2064.50851
469	2062.311803
470	2062.098883
471	2061.896391
472	2059.193923
473	2057.862085
474	2055.231171
475	2054.04113
476	2051.792912
477	2051.118828
478	2050.055334
479	2049.032356
480	2047.884396
481	2047.171197
482	2046.772345
483	2044.677874
484	2044.298653
485	2043.328781
486	2040.925268
487	2040.111512
488	2038.366837
489	2037.32216
490	2035.143913
491	2034.554933
492	2034.362936
493	2034.063917
494	2032.601056
495	2031.05913
496	2029.899298
497	2029.105025
498	2027.732721
499	2027.080951
500	2025.831603
501	2024.701353
502	2023.750243
503	2021.61328
504	2020.464461
505	2017.711723
506	2016.834109
507	2015.767773
508	2013.978771
509	2013.046373
510	2012.570133
511	2011.636062
512	2011.472989
513	2008.764975
514	2006.186022
515	2004.17395
516	2003.228238
517	2001.787782
518	2000.900574
519	1998.400791
520	1997.657985
521	1996.679937
522	1995.148193
523	1994.147074
524	1992.284535
525	1991.030174
526	1990.089662
527	1989.80603
528	1989.30107
529	1987.908607
530	1986.937084
531	1986.364964
532	1985.402053
533	1984.098325
534	1983.441269
535	1982.896576
536	1981.83674
537	1980.473876
538	1979.668088
539	1979.057219
540	1977.950735
541	1976.611221
542	1975.935308
543	1975.276051
544	1973.177085
545	1972.346009
546	1969.946816
547	1967.634482
548	1967.009226
549	1966.793809
550	1966.615486
551	1964.340846
552	1962.147391
553	1960.025168
554	1959.738953
555	1958.394649
556	1958.224273
557	1956.756344
558	1956.188804
559	1955.92372
560	1953.803441
561	1952.68161
562	1951.91025
563	1950.989115
564	1950.233532
565	1949.793679
566	1949.665897
567	1948.351562
568	1948.151583
569	1947.429347
570	1946.159552
571	1945.985803
572	1944.946192
573	1944.25702
574	1943.264546
575	1942.474973
576	1940.667384
577	1938.547369
578	1936.527447
579	1935.942703
580	1935.243438
581	1934.021788
582	1933.568218
583	1932.420425
584	1931.731963
585	1929.733005
586	1929.540557
587	1928.588613
588	1927.258694
589	1927.124157
590	1926.798417
591	1926.61508
592	1926.031294
593	1924.806028
594	1924.629739
595	1922.664719
596	1922.490289
597	1921.175653
598	1920.294014
599	1920.126135
600	1919.416501
601	1918.460869
602	1917.780125
603	1916.879361
604	1915.924766
605	1915.162821
606	1913.330861
607	1913.104091
608	1912.937912
609	1912.093894
610	1911.588577
611	1910.518456
612	1909.528623
613	1909.416361
614	1909.282569
615	1909.176341
616	1907.265443
617	1907.163459
618	1905.951675
619	1905.350187
620	1905.197762
621	1905.101717
622	1904.733297
623	1904.136181
624	1904.018878
625	1903.800404
626	1902.662463
627	1902.159255
628	1902.070321
629	1901.121007
630	1899.131183
631	1898.928961
632	1898.391456
633	1897.818885
634	1897.410154
635	1896.713849
636	1896.592132
637	1896.476496
638	1895.647234
639	1894.803463
640	1894.693361
641	1894.235975
642	1894.081927
643	1893.515269
644	1893.019708
645	1892.183379
646	1891.998534
647	1891.89335
648	1890.696087
649	1890.605422
650	1888.552769
651	1886.758391
652	1886.059294
653	1885.295058
654	1883.631742
655	1883.460937
656	1882.355045
657	1881.226951
658	1879.491862
659	1878.257777
660	1877.375182
661	1876.357061
662	1875.355002
663	1875.075986
664	1874.491255
665	1873.572494
666	1873.455554
667	1872.501831
668	1871.671482
669	1870.485989
670	1869.933449
671	1869.379113
672	1867.971863
673	1867.270949
674	1867.160195
675	1866.179822
676	1865.881964
677	1865.265397
678	1864.387744
679	1863.498769
680	1863.401347
681	1862.793514
682	1862.025842
683	1860.775637
684	1860.642423
685	1858.865473
686	1857.768097
687	1856.250453
688	1855.757644
689	1854.123666
690	1853.548152
691	1853.455106
692	1852.98551
693	1852.880959
694	1852.703123
695	1851.805599
696	1850.636241
697	1849.489824
698	1848.818918
699	1847.910662
700	1847.33358
701	1846.734333
702	1845.929836
703	1844.85471
704	1844.387399
705	1843.147194
706	1842.069502
707	1840.838867
708	1840.045873
709	1839.198915
710	1837.870676
711	1837.14995
712	1836.64412
713	1836.200084
714	1836.113048
715	1834.944547
716	1834.437934
717	1833.991169
718	1832.675478
719	1832.180643
720	1831.657269
721	1831.290239
722	1830.797256
723	1830.633446
724	1830.216333
725	1829.459673
726	1827.771559
727	1826.778403
728	1826.432337
729	1825.975549
730	1824.824136
731	1823.719144
732	1823.329118
733	1822.415871
734	1822.207343
735	1821.5474
736	1821.155182
737	1820.865645
738	1820.318259
739	1819.852895
740	1818.40727
741	1817.896994
742	1817.199762
743	1816.732482
744	1815.993047
745	1815.631133
746	1815.111114
747	1814.631087
748	1814.106236
749	1813.635791
750	1812.807324
751	1812.649655
752	1812.254851
753	1811.055343
754	1810.816334
755	1810.144246
756	1808.614708
757	1807.916782
758	1807.237338
759	1806.666315
760	1805.797431
761	1805.125451
762	1804.369108
763	1804.28328
764	1802.928434
765	1802.733494
766	1802.274825
767	1800.82043
768	1800.208532
769	1799.530018
770	1798.88056
771	1798.487162
772	1796.976477
773	1795.400375
774	1794.804315
775	1794.43474
776	1793.223192
777	1792.666926
778	1792.24181
779	1792.158779
780	1791.162764
781	1790.534389
782	1790.269088
783	1789.721257
784	1788.703139
785	1788.374032
786	1787.763642
787	1787.004551
788	1786.660099
789	1786.253822
790	1785.660465
791	1785.37474
792	1785.141284
793	1783.676626
794	1783.434113
795	1783.301458
796	1782.433321
797	1781.708722
798	1781.554768
799	1780.987603
800	1780.104196
801	1779.557167
802	1779.101257
803	1778.694622
804	1777.597163
805	1776.184397
806	1774.812796
807	1774.284151
808	1773.657596
809	1773.432584
810	1772.488173
811	1772.256878
812	1771.992224
813	1770.621397
814	1770.38059
815	1770.169088
816	1769.244182
817	1768.479497
818	1767.642054
819	1766.497302
820	1766.236528
821	1765.894986
822	1765.016419
823	1764.955887
824	1763.766076
825	1763.375858
826	1762.076149
827	1761.965728
828	1760.701108
829	1759.46389
830	1758.260183
831	1757.206865
832	1756.520959
833	1756.304354
834	1755.731327
835	1754.673297
836	1753.503853
837	1752.994297
838	1752.276456
839	1751.219589
840	1750.839621
841	1750.314688
842	1749.168578
843	1748.053683
844	1747.503738
845	1746.929632
846	1746.349127
847	1746.000844
848	1745.30196
849	1745.069821
850	1744.480858
851	1743.688666
852	1743.573801
853	1742.476658
854	1742.301122
855	1741.204548
856	1740.601816
857	1739.751623
858	1739.657589
859	1738.628952
860	1738.543339
861	1738.377304
862	1738.272256
863	1737.267786
864	1736.497231
865	1735.792925
866	1735.438716
867	1734.642393
868	1733.670809
869	1732.538921
870	1731.850155
871	1731.169868
872	1730.151549
873	1729.71988
874	1729.171859
875	1728.221931
876	1727.862971
877	1727.65958
878	1727.184144
879	1726.372734
880	1725.842814
881	1725.476982
882	1724.862799
883	1723.810438
884	1723.290141
885	1722.416129
886	1722.296615
887	1721.949276
888	1721.564473
889	1720.907961
890	1720.785301
891	1720.267498
892	1719.290934
893	1719.164765
894	1718.947162
895	1718.809173
896	1718.41556
897	1718.316932
898	1717.902172
899	1717.83214
900	1716.79243
901	1716.585884
902	1715.980237
903	1715.781648
904	1715.181368
905	1714.850448
906	1714.284641
907	1714.234126
908	1713.913091
909	1713.570705
910	1713.369031
911	1713.172677
912	1712.491233
913	1712.336587
914	1711.733671
915	1710.95627
916	1710.447607
917	1709.911639
918	1709.652491
919	1708.994924
920	1708.801305
921	1708.291972
922	1706.967163
923	1705.857199
924	1704.93349
925	1704.164345
926	1703.72849
927	1703.548446
928	1703.390805
929	1702.64219
930	1702.3481
931	1701.698747
932	1700.085731
933	1699.775597
934	1699.346652
935	1698.935646
936	1698.491987
937	1697.880104
938	1697.836663
939	1696.907951
940	1696.502039
941	1695.940188
942	1695.68714
943	1694.715761
944	1694.407135
945	1693.487994
946	1693.01822
947	1692.386365
948	1691.709945
949	1690.816837
950	1690.334589
951	1689.897568
952	1689.420203
953	1688.723453
954	1688.451444
955	1687.959283
956	1687.374059
957	1686.563742
958	1685.990241
959	1685.878202
960	1685.793877
961	1685.647534
962	1685.54116
963	1684.402772
964	1683.864684
965	1683.131923
966	1682.424618
967	1681.977409
968	1681.17788
969	1681.033165
970	1680.167343
971	1680.065837
972	1679.912825
973	1679.815409
974	1678.986203
975	1678.813566
976	1677.772423
977	1677.111576
978	1676.245874
979	1675.81358
980	1674.969812
981	1674.328514
982	1674.103281
983	1673.646024
984	1673.459293
985	1673.129284
986	1672.768902
987	1672.31888
988	1671.843522
989	1671.408067
990	1670.613121
991	1670.410716
992	1670.213574
993	1669.821845
994	1668.974782
995	1668.440746
996	1668.210073
997	1668.007332
998	1667.868847
999	1667.50196
